Type	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Regular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular	Irregular
Past	burned	dived	dreamed	dwelled	kneeled	learned	lighted	slinked	spilled	spoiled	strived	waked	burnt	dove	dreamt	dwelt	knelt	learnt	lit	slunk	spilt	spoilt	strove	woke
1945	1.576742800222876e-05	9.012183974326555e-07	4.01587229654459e-06	8.042230348337398e-08	1.2597863120942877e-07	5.203781828251002e-05	7.54429876386504e-06	3.2796035887017183e-09	1.231533003322381e-06	2.7398720508894518e-06	5.96350945768011e-08	3.588269034285726e-07	5.2336814795645684e-06	1.805102199016671e-06	5.749629069993846e-07	2.1271936085603168e-06	1.244446009098153e-06	3.4018067773493906e-06	6.979098153741299e-06	1.6045132562274895e-07	3.220265755641906e-07	5.236790952624557e-07	1.5478041502449611e-06	2.022905489086822e-06
1946	1.546233306726208e-05	8.416891351511627e-07	3.95857140184879e-06	8.028031572848704e-08	1.2393434799053337e-07	5.148777719503934e-05	7.439701416192942e-06	2.863457423555157e-09	1.227979899860137e-06	2.6758002279945814e-06	6.203804708044508e-08	3.446558634680384e-07	5.270032293732843e-06	1.8381703869506185e-06	5.814630981149094e-07	2.1306128214096783e-06	1.2330276116959534e-06	3.4890267020922953e-06	6.659471312429689e-06	1.568003134317613e-07	3.233040786199126e-07	5.500912111853853e-07	1.5450415925702795e-06	1.9812048809139275e-06
1947	1.5014734214803735e-05	7.573711643869631e-07	3.883671427372194e-06	8.11186536355178e-08	1.279079800805708e-07	5.159728555424538e-05	7.3660101276930486e-06	3.1041496674686998e-09	1.2235877875355072e-06	2.623055576935128e-06	6.430328828141033e-08	3.4514163920513443e-07	5.477907377228673e-06	1.824494753626433e-06	5.968846689289162e-07	2.20057167358131e-06	1.2284212808871026e-06	3.670035182169938e-06	6.681153471228234e-06	1.5654734194673177e-07	3.3331236133043216e-07	5.848748482354235e-07	1.566041955162031e-06	1.947720063201684e-06
1948	1.4559116737343305e-05	6.840480425905428e-07	3.75871504080091e-06	8.135779694384837e-08	1.2788766667881646e-07	5.126719978371901e-05	7.313238581575986e-06	3.2051425323333304e-09	1.217141532703993e-06	2.572209073800228e-06	6.622735985014775e-08	3.426521126519739e-07	5.551004765688308e-06	1.8470869430789856e-06	6.06145996633651e-07	2.2181833888420703e-06	1.2057632017916018e-06	3.793134770343646e-06	6.464237620613338e-06	1.5407182932644252e-07	3.323494256944416e-07	6.063036559161057e-07	1.5610820745288429e-06	1.9195756684504365e-06
1949	1.4168745500293361e-05	6.562151660156295e-07	3.6913531208223764e-06	8.628012640851271e-08	1.2869157269993332e-07	5.1195310723934586e-05	7.235672131043559e-06	3.1151295511376377e-09	1.2092236667220796e-06	2.537462640767834e-06	6.957670604736319e-08	3.504979133595043e-07	5.685502271392449e-06	1.8310999588980588e-06	6.336819881523427e-07	2.291048303959542e-06	1.1856419632749748e-06	3.976344617383022e-06	6.5858604492469956e-06	1.5530638514909307e-07	3.4329911256593603e-07	6.322493147438633e-07	1.5819547668018328e-06	1.8959705942376916e-06
1950	1.3658856654988735e-05	6.411156781333765e-07	3.5923394859439995e-06	8.937586772260277e-08	1.2847684059482033e-07	5.0799813055034194e-05	7.030615506664617e-06	3.1338356037175733e-09	1.201569326830005e-06	2.482027412042953e-06	7.241846386055581e-08	3.335345054113402e-07	5.637076031104828e-06	1.8375614152838743e-06	6.57936149244571e-07	2.2524128066184597e-06	1.1690735846059397e-06	4.0508248275727965e-06	6.410286070084632e-06	1.4635025788071028e-07	3.36463257001794e-07	6.317796419352817e-07	1.5502591525416522e-06	1.8782706579908596e-06
1951	1.3388358508694051e-05	6.549079379120875e-07	3.5201514947402757e-06	9.111810226970971e-08	1.2541807795482134e-07	5.043910121977595e-05	6.850556474091718e-06	3.229895049829322e-09	1.1994569929031838e-06	2.4406247770717267e-06	7.396539457106752e-08	3.2275064703363956e-07	5.6423106928247894e-06	1.814902572862463e-06	6.526207130264083e-07	2.2449462449003477e-06	1.1555789082454534e-06	4.116622611556002e-06	6.424884239614974e-06	1.447033355361782e-07	3.327988500651762e-07	6.371256274308377e-07	1.5231346099296519e-06	1.8689632140324517e-06
1952	1.3239480852332366e-05	6.516500466854527e-07	3.4529786846958032e-06	9.228121606546275e-08	1.2659400791140536e-07	5.0353257912710046e-05	6.6872674843969956e-06	3.268460264343227e-09	1.2022151167911943e-06	2.3990175057926014e-06	7.450451176639814e-08	3.1836557517246025e-07	5.4946678054485735e-06	1.7875840480233559e-06	6.556284201256599e-07	2.2084601758771375e-06	1.1470947031609415e-06	4.051623428884861e-06	6.41203528825177e-06	1.4246760672774273e-07	3.2954402432291576e-07	6.318902835898501e-07	1.4999576478658128e-06	1.8724558848199585e-06
1953	1.2978120399306395e-05	6.674772683774271e-07	3.457523202346887e-06	9.435256182704116e-08	1.2945257107535975e-07	5.086327811503517e-05	6.467409418421864e-06	3.214751258846198e-09	1.2010127647954505e-06	2.371357433211025e-06	7.536102535660965e-08	3.185228365509829e-07	5.5488361405358385e-06	1.755351507069593e-06	6.658156459187532e-07	2.2150422864797292e-06	1.1759096391220477e-06	4.1456862943180435e-06	6.523434876726242e-06	1.4186767519471948e-07	3.3017694330997725e-07	6.284710544995116e-07	1.4958813738173506e-06	1.8994504346535126e-06
1954	1.2732979744864029e-05	6.706429595786696e-07	3.4124698556427447e-06	9.417225551747574e-08	1.2636124933708614e-07	5.020360913476907e-05	6.3297149738770846e-06	2.9419043709058965e-09	1.2025439153668621e-06	2.3316294703233453e-06	7.534669167950727e-08	3.0754213753425574e-07	5.467824589037004e-06	1.7432277153212844e-06	6.619044370381744e-07	2.153263689511472e-06	1.178482177367966e-06	4.136354294002688e-06	6.575845353446701e-06	1.4161966735822977e-07	3.206413136272853e-07	6.199205293861658e-07	1.4447807156362354e-06	1.9084617406406323e-06
1955	1.2496856470534112e-05	6.68060165155891e-07	3.3543243976704877e-06	9.743620361340228e-08	1.2548618246098287e-07	5.010808308725245e-05	6.08821203838618e-06	2.7428916281126347e-09	1.2018171641362381e-06	2.2991398509475403e-06	7.701741517556521e-08	2.981964866778851e-07	5.408868608875699e-06	1.7073334512523225e-06	6.702748984415458e-07	2.1086122095376984e-06	1.1749272711572952e-06	4.2184654895598735e-06	6.5767185333243106e-06	1.396811321845754e-07	3.2461491222030805e-07	6.061154392357691e-07	1.4442895235333708e-06	1.92041657750711e-06
1956	1.2335349310887977e-05	6.49579825611519e-07	3.2801049201225396e-06	9.981357302584521e-08	1.2374989008126898e-07	4.953458847012371e-05	5.866405444976408e-06	2.5771678124897335e-09	1.1939116900196365e-06	2.2262596368299067e-06	7.821883940550833e-08	2.7963887256581596e-07	5.2422809468615535e-06	1.665211308526133e-06	6.544002855792184e-07	2.02203594718802e-06	1.158750364993466e-06	4.10999866419713e-06	6.490293539432709e-06	1.3323344104167389e-07	3.081232640462466e-07	5.826785240969912e-07	1.404403633387119e-06	1.8933436812013888e-06
1957	1.2121191502956208e-05	6.346240216511692e-07	3.2425027062085325e-06	1.0280353381274057e-07	1.2045096399658307e-07	4.924806385783346e-05	5.689418685506098e-06	2.3286193449680225e-09	1.1885745477359575e-06	2.1851452791971885e-06	8.009020697435127e-08	2.761264162083015e-07	5.2036339833908385e-06	1.6454692805772147e-06	6.39271758830416e-07	1.9976039473996413e-06	1.1355511527913871e-06	4.121771098652971e-06	6.460938688438286e-06	1.333523798052738e-07	3.0935174777368957e-07	5.747813572400316e-07	1.3957791712268123e-06	1.8603856395722168e-06
1958	1.1868833098560572e-05	6.101950264435021e-07	3.2282753831428375e-06	1.0554271970672094e-07	1.2096361550512874e-07	4.8896257274983714e-05	5.482419185552447e-06	2.5668840862382224e-09	1.1801757864304818e-06	2.142408350534554e-06	8.196508056406466e-08	2.7098685352809427e-07	5.188661361898994e-06	1.6585375013684306e-06	6.410621072713443e-07	1.9959871256755183e-06	1.109135203997929e-06	4.179687396442335e-06	6.414648071638242e-06	1.2828254166866566e-07	3.109587071646404e-07	5.636323001973713e-07	1.3897129877347782e-06	1.8486272210793686e-06
1959	1.1565568976428559e-05	6.082284958860587e-07	3.189582360261868e-06	1.1016373641885885e-07	1.2049826685662473e-07	4.862558385606722e-05	5.352587257740586e-06	2.5857571798023773e-09	1.1733125282782048e-06	2.093167495331727e-06	8.531813883954393e-08	2.6865248108671427e-07	5.18934452234784e-06	1.6736939544768705e-06	6.452811638674965e-07	1.9928086365845436e-06	1.08829246008619e-06	4.244960207090896e-06	6.377959445152166e-06	1.2544662857700522e-07	3.1161928859546606e-07	5.614442833185811e-07	1.4101948246596813e-06	1.8319097177611963e-06
1960	1.133490955648345e-05	5.895454608305175e-07	3.1306904345131315e-06	1.1668118560237417e-07	1.23088209339325e-07	4.8314707653064814e-05	5.273119053786754e-06	2.6327299229578216e-09	1.16589634607018e-06	2.0693050828413107e-06	8.927639579984056e-08	2.6130165256940276e-07	5.166952567898468e-06	1.6844438895142439e-06	6.52809230164816e-07	1.9900038848520907e-06	1.0496868786244055e-06	4.28203075638781e-06	6.319685650981098e-06	1.2432976502298387e-07	3.1530621364644116e-07	5.590395549656282e-07	1.4191451945017825e-06	1.8055027015049876e-06
1961	1.1140051875762375e-05	5.825743219897309e-07	3.0929496201029645e-06	1.2224176109449608e-07	1.2243101415216578e-07	4.8352188189580503e-05	5.0978086879435324e-06	2.8637389443935443e-09	1.1613504966589971e-06	2.0389320850102066e-06	9.315767053002283e-08	2.5895116501877577e-07	5.1898110931298495e-06	1.6910545517540804e-06	6.704167877355108e-07	1.986531564008536e-06	1.0160560870125274e-06	4.353814639606364e-06	6.287800195942899e-06	1.1891841873128734e-07	3.1472691830458643e-07	5.484088855415134e-07	1.4420520366391948e-06	1.7861882497527404e-06
1962	1.0963964606552118e-05	5.745663916708768e-07	3.1162259607039492e-06	1.31776993888317e-07	1.3211503865509906e-07	4.797783861119699e-05	4.98926296391541e-06	2.8375394890898876e-09	1.1401668059209311e-06	2.0444910140733034e-06	9.639238994298336e-08	2.610353492725283e-07	5.337261492448826e-06	1.7080513673915578e-06	6.809011584404548e-07	2.0768488379222357e-06	9.986872555600712e-07	4.391083393784356e-06	6.289033145938967e-06	1.1641113571516013e-07	3.144331799376232e-07	5.572128592185826e-07	1.4544780080021674e-06	1.7602726367320948e-06
1963	1.0756936197659733e-05	5.689987412032289e-07	3.118235976476821e-06	1.3707228012955446e-07	1.3239947703271226e-07	4.825861781552833e-05	4.892884200151977e-06	3.1596351725480888e-09	1.1359844458118978e-06	2.059711440389427e-06	9.848646596667874e-08	2.5839855360183197e-07	5.44108758861382e-06	1.7283852165357011e-06	6.939710114498407e-07	2.11858460780994e-06	9.832819257228818e-07	4.50712104793638e-06	6.326293909556366e-06	1.1593121383514569e-07	3.2752957476337284e-07	5.621269078151922e-07	1.4837127569730261e-06	1.7692211713438155e-06
1964	1.070539799132218e-05	5.607326199554206e-07	3.107225536171297e-06	1.4458194438507883e-07	1.38777667960507e-07	4.812844157900794e-05	4.8063520807772875e-06	3.4481097025259746e-09	1.13272692812773e-06	2.0729368900772116e-06	1.0145462730244098e-07	2.58692844162007e-07	5.5499311071928655e-06	1.7587708823287227e-06	7.073519603701633e-07	2.2137502193280464e-06	9.848775367312816e-07	4.546340733213583e-06	6.3353420825608604e-06	1.1569132242682047e-07	3.3021986821170556e-07	5.624802059043889e-07	1.5166675179248808e-06	1.7594287555766641e-06
1965	1.0685422499331512e-05	5.566102052918203e-07	3.1117650516015213e-06	1.5136177263944513e-07	1.419173421319491e-07	4.834018753691842e-05	4.766610345541267e-06	3.472716622202451e-09	1.1381259972560137e-06	2.087867285029331e-06	1.0426943930497146e-07	2.596704494603078e-07	5.658690367584183e-06	1.778899575453709e-06	7.26539099105139e-07	2.2849589121116357e-06	9.827717316771408e-07	4.586738993696469e-06	6.3393842667989834e-06	1.1687674929459848e-07	3.365370032172775e-07	5.644703995650551e-07	1.5495532060023315e-06	1.7513279674728568e-06
1966	1.0694373876114177e-05	5.443164273596526e-07	3.121134925874815e-06	1.5404699078252243e-07	1.4376663922835826e-07	4.850401143942561e-05	4.697579502784979e-06	3.5874268952288244e-09	1.158975448691178e-06	2.1061716129874445e-06	1.0714152917249261e-07	2.5755974369141246e-07	5.700263305438316e-06	1.7789412498002224e-06	7.308748552402124e-07	2.3534314875308027e-06	9.756545133703703e-07	4.629320366283147e-06	6.345168718066166e-06	1.1839257751944388e-07	3.435388334440047e-07	5.591922363886884e-07	1.5621658998757733e-06	1.7469218391852337e-06
1967	1.0719406158646702e-05	5.364819019502778e-07	3.1451671865007872e-06	1.5462014500501808e-07	1.440737418891201e-07	4.874596977190647e-05	4.644318648518363e-06	3.9422442136124604e-09	1.1892372445540137e-06	2.1135806491656695e-06	1.0914943260331711e-07	2.6114412321476266e-07	5.738756109557082e-06	1.7883917605234143e-06	7.394670871820251e-07	2.365951526631501e-06	9.751497113289328e-07	4.617825912386511e-06	6.395842904437034e-06	1.1884573122448014e-07	3.4624395896441585e-07	5.555932115644932e-07	1.5634466308256378e-06	1.7636334307878445e-06
1968	1.0727787022395724e-05	5.196700426170407e-07	3.1316684661370734e-06	1.5697238658114137e-07	1.4397539262388038e-07	4.9792800772203396e-05	4.565142457327706e-06	4.396128286795634e-09	1.2191734413136146e-06	2.097904468558097e-06	1.1152231240073109e-07	2.5403941249026373e-07	5.710707812665662e-06	1.7755993115185577e-06	7.330849030040554e-07	2.3946592721456128e-06	9.661882407791772e-07	4.571394908582858e-06	6.3899893315725165e-06	1.1861274933672966e-07	3.508606718176972e-07	5.503667515378246e-07	1.5446634376660638e-06	1.764719676040321e-06
1969	1.0720157401270366e-05	5.054939111102743e-07	3.0627397141610605e-06	1.5372382579568823e-07	1.361677643022371e-07	4.972340892501441e-05	4.427115982252872e-06	4.658052642016384e-09	1.2782361734155399e-06	2.0353790627528464e-06	1.1645443314429421e-07	2.409807962067134e-07	5.533398637323574e-06	1.757604731470305e-06	7.231813745940079e-07	2.2782152849945954e-06	9.391917176669397e-07	4.46926385068634e-06	6.345537063420384e-06	1.1618082343797401e-07	3.4436921834770017e-07	5.30687145783304e-07	1.4998344762976297e-06	1.753275699099634e-06
1970	1.068117502914642e-05	4.908912306486204e-07	2.993650826153628e-06	1.5803833061259605e-07	1.3495149378936082e-07	4.871813247778586e-05	4.265306123280814e-06	4.628472874809322e-09	1.335567097677475e-06	1.9837756651343497e-06	1.198592524279515e-07	2.2708079581791806e-07	5.399726108277848e-06	1.7293853196471382e-06	7.154793755554627e-07	2.1958098679013867e-06	9.210641971029483e-07	4.348770094761026e-06	6.2499751558269575e-06	1.1513391789159349e-07	3.351702641144324e-07	5.160976083321398e-07	1.4539447842512994e-06	1.742308118731931e-06
1971	1.0595971486639297e-05	4.753905703377573e-07	2.9203797891698613e-06	1.5449503467022752e-07	1.262165473089486e-07	4.815882649771603e-05	4.091203696329363e-06	4.688626947008905e-09	1.4110892964578982e-06	1.947670268366762e-06	1.250628827165201e-07	2.1197604991942042e-07	5.183254870644305e-06	1.689235334976859e-06	6.89175960490372e-07	2.035908957103467e-06	8.852591122376907e-07	4.212311685997909e-06	6.138183445208207e-06	1.091417587417709e-07	3.2501618615502335e-07	4.936670084784314e-07	1.3919593259613196e-06	1.7337513976859294e-06
1972	1.0415169786678494e-05	4.596852331165532e-07	2.800664658155126e-06	1.5303470896859445e-07	1.2017466539353855e-07	4.707616140616925e-05	3.908447654664217e-06	4.645111723838064e-09	1.4733916649285156e-06	1.8719288163993042e-06	1.3071480964299553e-07	1.9651621536403191e-07	4.904824696235924e-06	1.6373573024403804e-06	6.702605738999929e-07	1.8537164448519304e-06	8.499958263590608e-07	4.0228603341217554e-06	6.0758659076652425e-06	1.0283689277912345e-07	3.112932875280551e-07	4.7204027201327594e-07	1.311880298869385e-06	1.7169796495051872e-06
1973	1.0356759438374346e-05	4.4411110674705666e-07	2.697772515602992e-06	1.5342358900787595e-07	1.1161638115351837e-07	4.590633190153832e-05	3.752738231404302e-06	4.820203601342752e-09	1.5277720584500848e-06	1.791117857205141e-06	1.3598690884464304e-07	1.8156694433660698e-07	4.644236534139574e-06	1.5867277625147835e-06	6.621988534659197e-07	1.6899423534206498e-06	8.27304485743038e-07	3.835987107387544e-06	6.041494089004118e-06	9.643462054295274e-08	2.964009614255961e-07	4.490516606178322e-07	1.232946098233307e-06	1.7243706906810985e-06
1974	1.0244501676684844e-05	4.299629543831023e-07	2.5878068104897726e-06	1.528562957478893e-07	1.060006837860783e-07	4.4621151963448415e-05	3.5500618521057603e-06	4.840327186680529e-09	1.6061979489937324e-06	1.7295543232518997e-06	1.3927210724367406e-07	1.628077187985712e-07	4.413060131420414e-06	1.5296765890785276e-06	6.379268029377272e-07	1.5536973998158437e-06	8.038775506845144e-07	3.6845764757994663e-06	5.991393988681791e-06	8.980668906945408e-08	2.811066508456861e-07	4.2641674115527296e-07	1.1628522185804156e-06	1.7064334737629646e-06
1975	1.0172159038899866e-05	4.291758395018925e-07	2.5369304564394824e-06	1.5333458642479464e-07	1.0377377484311573e-07	4.241861565138346e-05	3.411428094425771e-06	4.630002603533967e-09	1.6967883798965237e-06	1.695003350375503e-06	1.4399087230490944e-07	1.5358930178470992e-07	4.203620067398463e-06	1.506206217527506e-06	6.21255537680554e-07	1.4111820973994327e-06	8.117970651255746e-07	3.5595107224902937e-06	6.014303900363822e-06	8.683287688882046e-08	2.7132428418294043e-07	4.0645888686542874e-07	1.1150097602044947e-06	1.7178788961505883e-06
1976	1.008653141200609e-05	4.271019560876864e-07	2.4854882667568745e-06	1.550519418255395e-07	9.990351048015458e-08	4.1406061167695695e-05	3.3005634187637563e-06	4.637524332805145e-09	1.7468837703355739e-06	1.6728226260706184e-06	1.465716345754637e-07	1.4657497209619968e-07	4.090219330724462e-06	1.4762525292358726e-06	6.043112697235691e-07	1.3472318057340869e-06	8.168063102077992e-07	3.4506161097981803e-06	6.059264121306894e-06	8.392741688924486e-08	2.614245013481715e-07	3.922390387093141e-07	1.0776718357062367e-06	1.7407618153291487e-06
1977	1.0112004279757717e-05	4.2899828502283655e-07	2.4533854100029984e-06	1.5006690594938326e-07	9.667675929644507e-08	4.096350572321431e-05	3.2124963646700574e-06	4.9052253687469664e-09	1.796032831537429e-06	1.6498444373220472e-06	1.514117461251122e-07	1.4077492441596666e-07	3.9944592832138625e-06	1.4608427006481049e-06	5.901414072338542e-07	1.2762024782984684e-06	8.249857939647751e-07	3.4091987280200035e-06	6.112683747362878e-06	8.142911208811451e-08	2.5235612050827125e-07	3.786344799599257e-07	1.0523957111477751e-06	1.7717681950151537e-06
1978	1.0141468270116352e-05	4.3676150036325065e-07	2.451851189886968e-06	1.5200119816784407e-07	9.741546490106754e-08	4.024067675345577e-05	3.146388150655964e-06	4.877501069699974e-09	1.8136366049605255e-06	1.6180703791438385e-06	1.5289608208084765e-07	1.3829033105951437e-07	3.951401790150807e-06	1.4531862981519744e-06	5.834181625427195e-07	1.2314576451899484e-06	8.599850340423083e-07	3.3427865478837963e-06	6.227165158634307e-06	8.299329376118944e-08	2.491121437385248e-07	3.687805555533227e-07	1.0251124292283618e-06	1.8251600652417567e-06
1979	1.0201129563418882e-05	4.438906273662724e-07	2.476834262259737e-06	1.5181910027552347e-07	1.0042142914049432e-07	4.015348115769614e-05	3.0566885535725826e-06	5.13905166040932e-09	1.8451824449324964e-06	1.625028062335332e-06	1.566255300693748e-07	1.3725864939877803e-07	3.909089238212411e-06	1.4440264197089294e-06	5.776443491153518e-07	1.1997757383142016e-06	8.962092335553149e-07	3.3006661916650567e-06	6.345419738603855e-06	8.525512486455358e-08	2.4567905703471684e-07	3.5824445327697116e-07	1.016472229561519e-06	1.892005960663872e-06
1980	1.0192875899000292e-05	4.5771088252877234e-07	2.502927567807741e-06	1.5344875237133238e-07	1.0232376825212799e-07	4.0100321452233144e-05	2.9518045201777047e-06	5.449238647616182e-09	1.8759636434749285e-06	1.6339313333446626e-06	1.6025491536960805e-07	1.3565512091417986e-07	3.9212521057509416e-06	1.4669077635127387e-06	5.650275219133099e-07	1.1637471938489137e-06	9.314688814551378e-07	3.2718219894637253e-06	6.387879823575661e-06	8.638151375147832e-08	2.413348028085238e-07	3.5619165065067395e-07	1.0078346934148743e-06	1.944666986933693e-06
1981	1.0171773543074128e-05	4.725397510745617e-07	2.5358856744008207e-06	1.5516774405049156e-07	1.0155272787772316e-07	4.016454892864983e-05	2.889439396572665e-06	5.772363729862815e-09	1.870974090577095e-06	1.6349051423146323e-06	1.6447598787700762e-07	1.3400628822474963e-07	3.977480901085073e-06	1.464403892116804e-06	5.650204895703479e-07	1.1411033580900818e-06	9.69402143320102e-07	3.272330689339599e-06	6.431717338273302e-06	8.764780647295214e-08	2.435606043198797e-07	3.546020528639409e-07	1.0028463098673716e-06	2.010104708460858e-06
1982	1.023175147046069e-05	4.823432594288793e-07	2.5707750280292075e-06	1.571720734513552e-07	1.0342320929826851e-07	4.0233025044601944e-05	2.8349252261250513e-06	6.079686595431408e-09	1.8690790934020437e-06	1.6411535495665573e-06	1.677272101525367e-07	1.35240304034921e-07	4.038684502510088e-06	1.4677345266786039e-06	5.693795515071542e-07	1.1273690948395857e-06	1.0000329828991589e-06	3.2694060791982338e-06	6.538138482678083e-06	8.968052916153673e-08	2.4136509223028823e-07	3.5773593205184237e-07	9.947524079377348e-07	2.0822619554954665e-06
1983	1.0187910967423314e-05	5.015247950268531e-07	2.6279415773647737e-06	1.5777520851705568e-07	1.0653171602013702e-07	4.050686558392564e-05	2.781403996518098e-06	6.469748673306899e-09	1.8736988717396992e-06	1.6494420833623735e-06	1.712399182451918e-07	1.3537139916966874e-07	4.039496421423142e-06	1.4701512165109826e-06	5.790644763692399e-07	1.1094698006023203e-06	1.0464101478646626e-06	3.2780773316127513e-06	6.604052487091394e-06	9.305963796383107e-08	2.439864407019091e-07	3.573955820814133e-07	9.96162368340135e-07	2.17065420266798e-06
1984	1.0175939028808248e-05	5.235482863749244e-07	2.69750038179544e-06	1.6240591703210937e-07	1.1192205968362551e-07	4.0817602504310866e-05	2.756892627076013e-06	7.320991114921429e-09	1.899244434103561e-06	1.6729348674614033e-06	1.7692196203305294e-07	1.4172809211946254e-07	4.044808390192754e-06	1.4830677303377473e-06	5.930263975122736e-07	1.0944587529593264e-06	1.0988926370763302e-06	3.2711702065820906e-06	6.8182290695923645e-06	9.777877352235009e-08	2.491422321782011e-07	3.5775116202785284e-07	9.952107770264514e-07	2.2691387065216465e-06
1985	1.0169100538145617e-05	5.32564951884394e-07	2.7549061607195265e-06	1.6483952996233192e-07	1.1544455093469099e-07	4.129302812673684e-05	2.7028420065887204e-06	8.074557720862328e-09	1.925132356258733e-06	1.6898432022571797e-06	1.8020387569452267e-07	1.4371754478556147e-07	4.058877883445737e-06	1.4947178215152235e-06	6.106751828026193e-07	1.0953171048251015e-06	1.1390501413188758e-06	3.2874093644100607e-06	6.944469013043479e-06	9.969713943291936e-08	2.5261007457239817e-07	3.628162760703292e-07	9.999167787100305e-07	2.3644058079038847e-06
1986	1.0285879397997633e-05	5.436467712830304e-07	2.8151195822699393e-06	1.6909360413462438e-07	1.1591435570120926e-07	4.158172097439612e-05	2.6764709478551855e-06	8.815806243741723e-09	1.9785781140464157e-06	1.7043848207062444e-06	1.823549078088555e-07	1.4170230753864287e-07	4.084767429698591e-06	1.5091452009333546e-06	6.220987935583773e-07	1.0802282141802216e-06	1.186419451317176e-06	3.3088761028921e-06	7.11103634135465e-06	1.0270319096759652e-07	2.575375463363473e-07	3.6706916668143616e-07	9.953682982606033e-07	2.4576782249953666e-06
1987	1.0398350501158607e-05	5.655610136402954e-07	2.879326562573884e-06	1.7235921591561366e-07	1.1716511189823515e-07	4.195939306685302e-05	2.6472960144019453e-06	9.826769493364346e-09	2.0371344362501986e-06	1.7165759800263913e-06	1.869120507892928e-07	1.4437135575917637e-07	4.071882228475131e-06	1.513383511207524e-06	6.328031320533358e-07	1.0663056043215744e-06	1.2300049385365647e-06	3.3153010658030065e-06	7.28094690722563e-06	1.0598807469770171e-07	2.616769937243849e-07	3.669655208276319e-07	1.0021900931990655e-06	2.5443066858445363e-06
1988	1.0549074951476151e-05	5.733281308753899e-07	2.949360772877948e-06	1.7895935197235042e-07	1.2169505530274754e-07	4.246325988788158e-05	2.6234717032431424e-06	1.0846994540664973e-08	2.11648135258916e-06	1.730957689817712e-06	1.9340959462559632e-07	1.4503943646104744e-07	4.073354700397301e-06	1.5515888987595514e-06	6.387824994037925e-07	1.0539622832896254e-06	1.2795491427043868e-06	3.2988864079795477e-06	7.4603653307089445e-06	1.096136900611912e-07	2.639457810411321e-07	3.623276541020459e-07	1.0049322684478414e-06	2.6492696179047925e-06
1989	1.0524024219193961e-05	5.787888913541142e-07	3.020251629745222e-06	1.8292692922321813e-07	1.2368942187939475e-07	4.3125846007439706e-05	2.6104229878650846e-06	1.188651513725095e-08	2.1607789741600366e-06	1.7482103333220169e-06	1.9846420075607186e-07	1.4346651815750582e-07	4.034615033430912e-06	1.5762300823293377e-06	6.541041719693956e-07	1.0370971982151137e-06	1.3335446737983148e-06	3.3173874791308274e-06	7.5795023803948425e-06	1.1302145403695768e-07	2.676561540023873e-07	3.6008965561710025e-07	1.0146824414342909e-06	2.742038629678843e-06
1990	1.0678467853202684e-05	5.759931858457483e-07	3.0885189192174167e-06	1.8845134621057825e-07	1.2736232995231539e-07	4.367550614655816e-05	2.593345178476219e-06	1.2354654822997548e-08	2.2177430634785978e-06	1.7586566920207197e-06	2.036303214936197e-07	1.4227869371552515e-07	4.046130990380854e-06	1.6210333017495162e-06	6.660781325860756e-07	1.028220789781439e-06	1.3894610577023871e-06	3.2972467514420193e-06	7.701126573270553e-06	1.1574111523162043e-07	2.712871370087149e-07	3.576975668043555e-07	1.0261755960527807e-06	2.8259978535061236e-06
1991	1.0722862888152512e-05	5.715357360713824e-07	3.14325068627243e-06	1.939055737563779e-07	1.293879695448855e-07	4.434122144760165e-05	2.564991226401097e-06	1.2651844016886571e-08	2.2526446952854584e-06	1.762285023687582e-06	2.0609980668138762e-07	1.40307059431117e-07	4.029064777049436e-06	1.6497167670032859e-06	6.772555220127938e-07	1.0196314568539883e-06	1.439873244635237e-06	3.261303520827953e-06	7.722847385593923e-06	1.1878552592341813e-07	2.694255597037097e-07	3.5398561440810485e-07	1.033267056170319e-06	2.905775805369818e-06
1992	1.0799010721841893e-05	5.688385564488791e-07	3.1901191245456824e-06	1.9856342297381551e-07	1.321420819116221e-07	4.479213125055789e-05	2.5480802443260993e-06	1.3492077804195496e-08	2.3051156858855393e-06	1.7620973267185036e-06	2.1051725289973027e-07	1.3795317345609094e-07	3.994590185487011e-06	1.662027524876716e-06	6.81584700552256e-07	1.0044457050233696e-06	1.4813911255779594e-06	3.254879792231285e-06	7.799353820051433e-06	1.2220138602612808e-07	2.6989152550933273e-07	3.510020657618692e-07	1.0358172468321364e-06	2.9628491964623597e-06
1993	1.0847560068733791e-05	5.631801676437525e-07	3.246408108939899e-06	2.057268143776777e-07	1.3960467677114658e-07	4.559926933974826e-05	2.573569970211663e-06	1.422750615733191e-08	2.336186818346115e-06	1.769713451592127e-06	2.136907499204556e-07	1.407015385471563e-07	4.059007421476833e-06	1.6899653668847999e-06	6.91949196607311e-07	1.0214283910110161e-06	1.5255435528160888e-06	3.280763426768577e-06	7.880638349888613e-06	1.2448649044927151e-07	2.708842267955853e-07	3.486851442500795e-07	1.0602572046991554e-06	3.03135308448483e-06
